GENERO,ESTADO_CIVIL,FORMA_INGRESSO,NOME_ATIV_CURRIC,CH_TOTAL,NUM_FALTAS,MEDIA_FINAL,IDADE_PRIMEIRO_ANO,DURACAO_CURSO,CREDITO_TEORICO,CREDITO_PRATICO,CREDITO_CAMPO,PERCENTUAL_FREQUENCIA_PERIODO,PERCENTUAL_FREQUENCIA_DISCIPLINA,MEDIA_PERIODO,MEDIA_SEMESTRE,SITUACAO
F,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,7.4,17,6.0,4,0,0,87.65,100.0,7.73,7.67,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,9.6,18,4.0,4,0,0,87.96,100.0,7.01,6.76,Aprovado
F,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,7.75,17,7.0,4,0,0,99.13,100.0,8.54,8.48,Aprovado
F,Casado(a),Mandado de Segurança,Introdução à Informática,60.0,0.0,5.45,26,5.0,4,0,0,82.64,100.0,4.61,4.61,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,8.1,25,7.0,4,0,0,84.37,100.0,6.67,7.63,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,0.0,23,2.0,4,0,0,56.6,100.0,0.39,0.39,Reprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,5.35,20,6.0,4,0,0,61.17,100.0,1.91,1.34,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,3.88,20,6.0,4,0,0,61.17,100.0,1.91,1.13,Reprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,4.5,20,6.0,4,0,0,61.17,100.0,1.91,4.03,Reprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,5.4,17,8.0,4,0,0,81.55,100.0,3.9,4.57,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,0.0,21,3.0,4,0,0,53.57,100.0,0.64,0.64,Reprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,7.28,25,5.0,4,0,0,47.22,100.0,1.5,1.59,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,0.0,25,5.0,4,0,0,47.22,100.0,1.5,0.0,Reprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,8.35,25,7.0,4,0,0,98.78,100.0,7.88,7.83,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,3.58,27,0.0,4,0,0,71.94,100.0,3.3,3.43,Reprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,5.88,27,0.0,4,0,0,71.94,100.0,3.3,5.02,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,8.5,18,5.0,4,0,0,84.72,100.0,7.34,8.39,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,7.62,21,9.0,4,0,0,96.18,100.0,7.47,7.32,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,8.25,18,9.0,4,0,0,94.7,100.0,6.39,5.99,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,6.88,17,4.0,4,0,0,68.59,100.0,1.11,2.44,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,6.55,18,3.0,4,0,0,50.08,100.0,2.46,4.4,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,6.85,21,5.0,4,0,0,88.05,100.0,3.2,4.57,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,8.9,17,5.0,4,0,0,97.57,100.0,8.54,8.37,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,6.18,30,0.0,4,0,0,85.19,100.0,6.89,7.12,Aprovado
F,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,7.78,19,5.0,4,0,0,95.66,100.0,6.91,6.75,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,0.75,20,4.0,4,0,0,53.47,100.0,0.28,0.28,Reprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,5.1,23,8.0,4,0,0,93.81,100.0,6.33,5.68,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,0.0,18,4.0,4,0,0,74.54,100.0,2.14,0.0,Reprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,0.25,18,4.0,4,0,0,74.54,100.0,2.14,3.22,Reprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,5.0,21,4.0,4,0,0,70.37,100.0,2.68,3.02,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,4.35,18,4.0,4,0,0,72.32,100.0,1.77,3.1,Reprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,7.58,19,8.0,4,0,0,98.76,100.0,7.7,7.28,Aprovado
F,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,7.55,18,3.0,4,0,0,63.8,100.0,2.12,5.43,Aprovado
F,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,0.38,18,3.0,4,0,0,63.8,100.0,2.12,0.55,Reprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,0.0,18,4.0,4,0,0,72.32,100.0,1.77,0.0,Reprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,6.9,18,9.0,4,0,0,81.83,100.0,5.67,6.07,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,9.4,34,7.0,4,0,0,86.42,100.0,7.88,7.74,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,6.22,18,8.0,4,0,0,95.58,100.0,6.61,6.91,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,3.35,20,4.0,4,0,0,60.8,100.0,2.23,2.51,Reprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,8.05,18,7.0,4,0,0,97.05,100.0,7.48,7.27,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,9.2,17,6.0,4,0,0,98.96,100.0,8.76,8.72,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,0.0,19,2.0,4,0,0,71.06,100.0,1.1,0.0,Reprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,1.1,19,2.0,4,0,0,71.06,100.0,1.1,1.66,Reprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,8.5,18,4.0,4,0,0,87.19,100.0,6.55,6.37,Aprovado
F,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,8.1,17,8.0,4,0,0,97.68,100.0,7.67,7.54,Aprovado
F,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,4.0,18,6.0,4,0,0,87.37,100.0,5.03,4.59,Reprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,7.12,17,6.0,4,0,0,71.46,100.0,4.47,5.14,Aprovado
F,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,5.6,18,6.0,4,0,0,87.37,100.0,5.03,1.61,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,0.58,20,7.0,4,0,0,64.0,100.0,0.99,1.75,Reprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,6.1,18,8.0,4,0,0,95.94,100.0,5.66,5.69,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,4.15,18,8.0,4,0,0,95.94,100.0,5.66,4.46,Reprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,68.0,0.0,20,7.0,4,0,0,64.0,5.56,0.99,0.0,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,0.0,20,7.0,4,0,0,64.0,100.0,0.99,0.0,Reprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,0.0,20,7.0,4,0,0,64.0,100.0,0.99,1.8,Reprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,1.58,21,4.0,4,0,0,66.06,100.0,2.71,2.4,Reprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,7.4,20,4.0,4,0,0,98.78,100.0,7.63,7.54,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,7.38,21,4.0,4,0,0,66.06,100.0,2.71,2.69,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,2.88,20,4.0,4,0,0,71.67,100.0,1.67,3.86,Reprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,8.25,21,7.0,4,0,0,75.17,100.0,3.21,5.32,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,0.0,19,4.0,4,0,0,62.5,100.0,0.0,0.0,Reprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,0.0,20,4.0,4,0,0,71.67,100.0,1.67,1.41,Reprovado
F,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,7.35,17,4.0,4,0,0,78.75,100.0,5.82,6.24,Aprovado
F,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,5.08,21,0.0,4,0,0,86.54,100.0,5.68,4.51,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,4.12,18,8.0,4,0,0,89.77,100.0,5.67,5.45,Reprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,8.25,18,8.0,4,0,0,89.77,100.0,5.67,2.53,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,5.38,18,4.0,4,0,0,79.67,100.0,3.35,4.6,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,8.22,17,8.0,4,0,0,80.85,100.0,4.39,5.35,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,5.48,29,5.0,4,0,0,84.03,100.0,5.01,5.13,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,5.78,17,8.0,4,0,0,82.73,100.0,4.24,6.03,Aprovado
F,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,6.0,17,7.0,4,0,0,88.51,100.0,5.71,5.54,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,5.65,17,8.0,4,0,0,86.57,100.0,5.79,6.27,Aprovado
F,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,8.7,19,8.0,4,0,0,96.3,100.0,6.43,6.98,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,8.4,18,8.0,4,0,0,95.37,100.0,6.57,6.73,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,8.0,18,8.0,4,0,0,82.36,100.0,6.41,6.64,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,6.63,19,5.0,4,0,0,92.01,100.0,7.63,7.33,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,7.05,21,3.0,4,0,0,84.72,100.0,7.55,8.63,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,5.8,18,0.0,4,0,0,94.44,100.0,7.01,6.87,Aprovado
F,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,0.0,20,3.0,4,0,0,63.1,100.0,0.0,0.0,Reprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,9.6,23,3.0,4,0,0,90.28,100.0,8.82,8.9,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,2.0,8.25,28,0.0,4,0,0,83.33,97.22,7.15,7.13,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,8.75,19,0.0,4,0,0,97.22,100.0,8.93,8.93,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,40.0,0.0,26,2.0,4,0,0,26.39,44.44,0.0,0.0,Reprovado por Freqüência
M,Uniao Estavel,Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,0.0,35,1.0,4,0,0,36.63,100.0,0.0,0.0,Reprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,5.75,22,0.0,4,0,0,85.16,100.0,3.79,5.21,Aprovado
M,Solteiro(a),Reopção de Curso,Introdução à Informática,60.0,0.0,6.32,31,0.0,4,0,0,80.98,100.0,4.88,6.87,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,7.83,24,5.0,4,0,0,92.36,100.0,7.71,7.49,Aprovado
M,Outros,Convênio,Introdução à Informática,60.0,0.0,9.75,17,6.0,4,0,0,97.92,100.0,9.27,9.5,Aprovado
M,Outros,Convênio,Introdução à Informática,60.0,0.0,8.0,18,8.0,4,0,0,84.17,100.0,6.57,8.69,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,2.92,19,4.0,4,0,0,79.78,100.0,2.5,3.21,Reprovado
F,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,5.8,19,4.0,4,0,0,86.67,100.0,5.3,6.39,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,0.0,18,4.0,4,0,0,86.11,100.0,4.0,0.76,Reprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,4.58,18,4.0,4,0,0,86.11,100.0,4.0,4.42,Reprovado
M,Casado(a),Vestibular,Introdução à Informática,60.0,0.0,0.0,22,4.0,4,0,0,54.77,100.0,0.0,0.0,Reprovado
M,Casado(a),Vestibular,Introdução à Informática,60.0,0.0,0.0,22,4.0,4,0,0,54.77,100.0,0.0,0.0,Reprovado
F,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,5.75,19,4.0,4,0,0,52.78,100.0,2.41,4.03,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,6.48,24,4.0,4,0,0,85.96,100.0,6.84,6.7,Aprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,6.73,20,8.0,4,0,0,73.81,100.0,4.09,3.4,Aprovado
F,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,3.5,19,4.0,4,0,0,76.39,100.0,4.13,4.13,Reprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,3.0,20,8.0,4,0,0,73.81,100.0,4.09,3.7,Reprovado
M,Solteiro(a),Vestibular,Introdução à Informática,60.0,0.0,0.0,26,4.0,4,0,0,63.54,100.0,0.0,0.0,Reprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,70.0,0.0,23,0.0,4,0,0,46.3,2.78,0.57,0.0,Reprovado por Freqüência
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,8.75,18,5.0,4,0,0,94.44,100.0,8.43,8.49,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,5.23,18,7.0,4,0,0,80.74,100.0,3.44,5.55,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,8.18,18,3.0,4,0,0,97.57,100.0,8.35,8.19,Aprovado
M,Casado(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,8.3,29,8.0,4,0,0,90.97,100.0,7.58,7.52,Aprovado
F,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,8.0,41,8.0,4,0,0,95.14,100.0,7.76,7.47,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,8.0,22,5.0,4,0,0,68.19,100.0,4.29,6.12,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,6.25,19,5.0,4,0,0,93.06,100.0,7.33,7.95,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,7.83,19,5.0,4,0,0,93.75,100.0,7.95,7.84,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,5.88,19,0.0,4,0,0,83.49,100.0,7.64,7.2,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,0.0,31,3.0,4,0,0,63.89,100.0,0.0,0.0,Reprovado
F,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,8.1,17,0.0,4,0,0,97.92,100.0,8.6,8.4,Aprovado
M,Casado(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,10.0,43,7.0,4,0,0,94.62,100.0,8.83,8.7,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,8.0,18,0.0,4,0,0,96.88,100.0,9.02,9.02,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,8.0,18,4.0,4,0,0,92.26,100.0,6.2,5.82,Aprovado
F,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,9.25,18,7.0,4,0,0,95.14,100.0,8.83,8.77,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,8.0,18,7.0,4,0,0,95.83,100.0,7.6,7.54,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,8.55,18,6.0,4,0,0,94.44,100.0,8.24,8.13,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,0.0,19,2.0,4,0,0,40.1,100.0,0.57,0.57,Reprovado
F,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,8.0,18,7.0,4,0,0,95.83,100.0,8.77,8.71,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,6.25,21,5.0,4,0,0,99.65,100.0,7.31,7.31,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,40.0,0.0,26,0.0,4,0,0,31.17,44.44,0.0,0.0,Reprovado por Freqüência
F,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,5.67,18,7.0,4,0,0,95.48,100.0,7.26,7.26,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,10.0,18,4.0,4,0,0,95.66,100.0,8.41,8.41,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,6.75,19,4.0,4,0,0,92.75,100.0,7.49,7.42,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,8.25,19,9.0,4,0,0,96.53,100.0,7.5,7.22,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,8.5,17,5.0,4,0,0,93.75,100.0,8.02,7.99,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,10.0,18,7.0,4,0,0,96.88,100.0,9.0,9.03,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,8.75,18,8.0,4,0,0,92.01,100.0,7.51,7.41,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,7.1,17,5.0,4,0,0,91.67,100.0,7.53,7.39,Aprovado
F,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,0.0,17,3.0,4,0,0,72.22,100.0,1.26,0.33,Reprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,8.0,19,0.0,4,0,0,83.85,100.0,3.14,2.89,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,1.25,19,0.0,4,0,0,83.85,100.0,3.14,4.24,Reprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,0.88,20,3.0,4,0,0,73.81,100.0,0.69,0.69,Reprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,7.38,19,0.0,4,0,0,95.31,100.0,7.6,7.54,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,0.0,19,3.0,4,0,0,76.59,100.0,0.56,0.56,Reprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,8.25,18,4.0,4,0,0,93.4,100.0,8.5,8.32,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,8.0,18,7.0,4,0,0,90.28,100.0,5.36,6.24,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,0.0,18,3.0,4,0,0,69.44,100.0,0.23,0.23,Reprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,8.0,19,0.0,4,0,0,93.4,100.0,8.34,8.36,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,0.0,18,3.0,4,0,0,75.79,100.0,0.33,0.33,Reprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,5.63,19,9.0,4,0,0,60.75,100.0,3.24,4.46,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,3.85,17,3.0,4,0,0,95.14,100.0,5.05,4.77,Reprovado
F,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,5.75,17,4.0,4,0,0,94.44,100.0,7.84,7.63,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,0.0,17,3.0,4,0,0,95.14,100.0,5.05,4.25,Reprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,8.0,28,0.0,4,0,0,72.92,100.0,6.68,6.37,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,3.63,17,3.0,4,0,0,95.14,100.0,5.05,5.53,Reprovado
M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Informática,60.0,0.0,5.1,21,3.0,4,0,0,94.44,100.0,7.26,7.09,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,8.75,17,4.0,4,0,0,100.0,100.0,8.7,8.7,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,6.4,21,3.0,4,0,0,62.78,100.0,2.61,4.41,Aprovado
F,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,2.25,18,2.0,4,0,0,81.42,100.0,5.12,5.12,Reprovado
M,Uniao Estavel,Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,8.0,60,0.0,4,0,0,56.79,100.0,2.51,5.61,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,5.1,18,0.0,4,0,0,90.28,100.0,6.66,6.49,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,5.72,22,0.0,4,0,0,82.09,100.0,5.64,7.05,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,7.35,18,7.0,4,0,0,96.61,100.0,7.49,7.42,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,0.0,19,2.0,4,0,0,51.56,100.0,0.19,0.19,Reprovado
F,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,10.0,18,4.0,4,0,0,98.61,100.0,9.33,9.33,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,4.7,22,1.0,4,0,0,76.56,100.0,3.28,3.28,Reprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,7.05,18,0.0,4,0,0,95.14,100.0,7.2,7.2,Aprovado
F,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,0.0,29,2.0,4,0,0,37.5,100.0,0.0,0.0,Reprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,9.05,18,0.0,4,0,0,97.84,100.0,7.33,7.25,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,6.7,19,0.0,4,0,0,97.22,100.0,6.41,6.57,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,7.0,17,6.0,4,0,0,94.29,100.0,6.52,6.65,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,6.35,18,4.0,4,0,0,96.18,100.0,8.01,8.01,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,7.47,20,0.0,4,0,0,97.39,100.0,7.54,7.54,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,8.25,18,0.0,4,0,0,95.83,100.0,7.48,7.48,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,7.13,18,2.0,4,0,0,97.57,100.0,8.04,8.04,Aprovado
F,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,6.88,18,4.0,4,0,0,97.57,100.0,7.17,7.17,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,8.65,17,5.0,4,0,0,93.92,100.0,7.3,7.3,Aprovado
F,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,9.25,17,4.0,4,0,0,98.61,100.0,7.83,7.83,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,6.83,18,0.0,4,0,0,94.75,100.0,7.03,6.82,Aprovado
M,Outros,Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,5.2,17,5.0,4,0,0,92.75,100.0,6.89,7.12,Aprovado
F,Outros,Mobilidade Acadêmica,Introdução à Informática,60.0,0.0,0.0,42,2.0,4,0,0,63.33,100.0,0.0,0.0,Reprovado
F,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,24.0,0.0,24,0.0,4,0,0,27.38,66.67,0.0,0.0,Reprovado por Freqüência
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,5.05,20,0.0,4,0,0,89.24,100.0,4.55,4.45,Aprovado
F,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,5.55,26,0.0,4,0,0,93.59,100.0,5.76,5.59,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,8.0,19,5.0,4,0,0,86.11,100.0,5.28,6.5,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,0.0,18,4.0,4,0,0,82.13,100.0,3.32,2.51,Reprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,1.13,18,4.0,4,0,0,82.13,100.0,3.32,5.18,Reprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,8.0,19,6.0,4,0,0,87.64,100.0,6.18,6.7,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,5.6,18,0.0,4,0,0,98.76,100.0,6.2,5.88,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Informática,60.0,0.0,0.0,19,2.0,4,0,0,56.42,100.0,0.49,0.49,Reprovado
