GENERO,ESTADO_CIVIL,FORMA_INGRESSO,NOME_ATIV_CURRIC,CH_TOTAL,NUM_FALTAS,MEDIA_FINAL,IDADE_PRIMEIRO_ANO,DURACAO_CURSO,CREDITO_TEORICO,CREDITO_PRATICO,CREDITO_CAMPO,PERCENTUAL_FREQUENCIA_PERIODO,PERCENTUAL_FREQUENCIA_DISCIPLINA,MEDIA_PERIODO,MEDIA_SEMESTRE,SITUACAO)
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,32.0,0.62,20,11.0,2,0,0,52.58,11.11,1.79,0.65,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,0.5,20,11.0,2,0,0,52.58,100.0,1.79,0.32,Reprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,10.0,19,9.0,2,0,0,78.61,100.0,6.35,7.94,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,8.0,19,5.0,2,0,0,72.22,100.0,1.33,2.0,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.0,44,7.0,2,0,0,54.94,100.0,2.65,4.15,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,8.75,18,7.0,2,0,0,62.81,100.0,2.67,2.39,Aprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.0,18,5.0,2,0,0,63.2,100.0,4.56,3.04,Aprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.0,17,5.0,2,0,0,96.88,100.0,8.87,8.87,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.5,19,7.0,2,0,0,79.38,100.0,4.57,2.84,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,8.25,24,6.0,2,0,0,75.93,100.0,1.87,3.16,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,10.0,18,5.0,2,0,0,96.88,100.0,8.18,8.18,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.0,20,7.0,2,0,0,67.9,100.0,1.89,3.57,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,10.0,24,5.0,2,0,0,97.92,100.0,5.66,4.5,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,8.0,18,11.0,2,0,0,97.22,100.0,7.39,7.39,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,0.0,25,7.0,2,0,0,21.11,100.0,0.0,2.38,Reprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,8.5,16,5.0,2,0,0,97.57,100.0,8.24,7.32,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,10.0,18,5.0,2,0,0,96.18,100.0,8.61,8.61,Aprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,8.0,19,9.0,2,0,0,95.28,100.0,5.95,6.77,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.1,18,7.0,2,0,0,92.22,100.0,8.37,8.4,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.0,33,7.0,2,0,0,60.04,100.0,0.69,1.29,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,10.0,25,5.0,2,0,0,96.18,100.0,8.78,8.78,Aprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,8.25,20,8.0,2,0,0,74.21,100.0,3.59,2.92,Aprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.5,19,5.0,2,0,0,96.18,100.0,7.89,7.89,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,8.0,19,7.0,2,0,0,77.5,100.0,3.33,3.03,Aprovado
M,Solteiro(a),Transferência Externa,Organização Sistemas e Métodos,30.0,0.0,9.0,25,7.0,2,0,0,81.35,100.0,4.62,8.67,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,8.0,20,5.0,2,0,0,97.22,100.0,8.41,8.41,Aprovado
M,Não informado,Vestibular,Organização Sistemas e Métodos,30.0,0.0,0.0,23,9.0,2,0,0,37.76,100.0,0.07,0.0,Reprovado
M,Não informado,Vestibular,Organização Sistemas e Métodos,30.0,24.0,0.0,23,9.0,2,0,0,37.76,33.33,0.07,0.0,Reprovado por Freqüência
M,Não informado,Vestibular,Organização Sistemas e Métodos,30.0,34.0,0.0,23,9.0,2,0,0,37.76,5.56,0.07,0.05,Reprovado por Freqüência
M,Não informado,Vestibular,Organização Sistemas e Métodos,30.0,36.0,0.0,23,9.0,2,0,0,37.76,0.0,0.07,0.0,Reprovado por Freqüência
M,Não informado,Vestibular,Organização Sistemas e Métodos,30.0,30.0,0.0,23,9.0,2,0,0,37.76,16.67,0.07,0.0,Reprovado por Freqüência
M,Não informado,Vestibular,Organização Sistemas e Métodos,30.0,36.0,0.0,23,9.0,2,0,0,37.76,0.0,0.07,0.42,Reprovado por Freqüência
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,10.0,18,9.0,2,0,0,61.57,100.0,2.23,3.2,Aprovado
M,Casado(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,10.0,23,5.0,2,0,0,97.91,100.0,8.62,9.02,Aprovado
M,Solteiro(a),Transferência Externa,Organização Sistemas e Métodos,30.0,0.0,9.0,19,12.0,2,0,0,64.38,100.0,3.48,4.96,Aprovado
F,Solteiro(a),Transferência Externa,Organização Sistemas e Métodos,30.0,0.0,8.5,19,5.0,2,0,0,72.31,100.0,5.67,5.8,Aprovado
F,Casado(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,8.0,25,7.0,2,0,0,86.36,100.0,4.49,2.43,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,10.0,19,3.0,2,0,0,82.87,100.0,3.69,2.77,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.25,20,7.0,2,0,0,97.92,100.0,7.84,7.89,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,8.5,19,7.0,2,0,0,62.35,100.0,2.76,4.84,Aprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.0,18,7.0,2,0,0,42.16,100.0,0.66,1.12,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.0,18,3.0,2,0,0,52.78,100.0,4.5,1.5,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.0,18,9.0,2,0,0,86.94,100.0,5.91,7.71,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,8.0,17,9.0,2,0,0,80.05,100.0,5.03,6.92,Aprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,8.6,21,6.0,2,0,0,82.22,100.0,4.88,6.17,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.2,23,10.0,2,0,0,77.78,100.0,6.41,6.95,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,36.0,0.0,18,6.0,2,0,0,33.33,0.0,0.67,0.33,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.3,21,6.0,2,0,0,96.18,100.0,7.42,6.6,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.7,19,5.0,2,0,0,98.26,100.0,9.08,9.08,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.5,17,5.0,2,0,0,97.22,100.0,8.22,8.22,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.2,26,8.0,2,0,0,59.58,100.0,1.21,4.79,Aprovado
M,Casado(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.5,31,6.0,2,0,0,88.33,100.0,6.31,7.11,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,1.85,19,6.0,2,0,0,71.3,100.0,3.0,0.37,Reprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,4.0,4.07,19,6.0,2,0,0,71.3,88.89,3.0,4.26,Reprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.3,29,6.0,2,0,0,72.22,100.0,3.1,3.1,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,3.9,17,4.0,2,0,0,95.83,100.0,7.09,7.09,Reprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.3,17,9.0,2,0,0,77.27,100.0,5.02,6.16,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.5,21,4.0,2,0,0,98.96,100.0,8.67,8.67,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.6,18,4.0,2,0,0,98.96,100.0,9.15,9.15,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,8.6,18,10.0,2,0,0,79.4,100.0,4.89,4.99,Aprovado
M,Casado(a),Transferência Externa,Organização Sistemas e Métodos,30.0,2.0,10.0,20,7.0,2,0,0,58.33,94.44,4.1,1.54,Aprovado
F,Solteiro(a),Transferência Externa,Organização Sistemas e Métodos,30.0,0.0,0.0,21,7.0,2,0,0,45.14,100.0,1.54,4.5,Reprovado
F,Solteiro(a),Transferência Externa,Organização Sistemas e Métodos,30.0,0.0,0.0,21,7.0,2,0,0,45.14,100.0,1.54,0.0,Reprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.4,23,10.0,2,0,0,64.77,100.0,3.27,5.82,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.2,19,8.0,2,0,0,96.53,100.0,7.93,7.93,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.3,22,8.0,2,0,0,76.01,100.0,5.53,6.03,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.3,30,4.0,2,0,0,76.85,100.0,3.73,2.24,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.3,19,6.0,2,0,0,71.18,100.0,5.41,6.52,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.2,20,8.0,2,0,0,93.98,100.0,7.71,7.91,Aprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.75,18,6.0,2,0,0,82.41,100.0,5.93,7.27,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,8.6,19,6.0,2,0,0,97.22,100.0,7.94,6.3,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.5,19,6.0,2,0,0,97.92,100.0,8.44,8.44,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.2,26,5.0,2,0,0,74.17,100.0,3.22,5.29,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.2,17,10.0,2,0,0,70.37,100.0,3.49,5.54,Aprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,8.6,25,11.0,2,0,0,66.94,100.0,4.54,5.98,Aprovado
M,Solteiro(a),Mandado de Segurança,Organização Sistemas e Métodos,30.0,0.0,9.6,19,9.0,2,0,0,95.37,100.0,7.47,7.73,Aprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.3,20,6.0,2,0,0,73.61,100.0,4.08,4.08,Aprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,3.15,22,6.0,2,0,0,94.44,100.0,6.08,4.81,Reprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,2.0,18,6.0,2,0,0,77.43,100.0,1.9,2.53,Reprovado
M,Casado(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,2.0,18,8.0,2,0,0,82.18,100.0,4.41,2.74,Reprovado
M,Casado(a),Vestibular,Organização Sistemas e Métodos,30.0,4.0,8.65,18,8.0,2,0,0,82.18,88.89,4.41,8.24,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.1,17,5.0,2,0,0,97.57,100.0,8.78,8.78,Aprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.3,27,10.0,2,0,0,63.27,100.0,4.82,6.41,Aprovado
M,Solteiro(a),Transferência Externa,Organização Sistemas e Métodos,30.0,0.0,9.0,22,6.0,2,0,0,58.89,100.0,3.25,5.78,Aprovado
M,Casado(a),Transferência Externa,Organização Sistemas e Métodos,30.0,36.0,0.0,21,6.0,2,0,0,30.56,0.0,0.0,0.0,Reprovado por Freqüência
M,Casado(a),Transferência Externa,Organização Sistemas e Métodos,30.0,36.0,0.0,21,6.0,2,0,0,30.56,0.0,0.0,0.0,Reprovado por Freqüência
M,Casado(a),Transferência Externa,Organização Sistemas e Métodos,30.0,0.0,0.0,21,6.0,2,0,0,30.56,100.0,0.0,0.04,Reprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,36.0,0.0,20,6.0,2,0,0,50.15,0.0,0.26,0.12,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,1.6,20,6.0,2,0,0,50.15,100.0,0.26,0.8,Reprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,8.6,18,11.0,2,0,0,68.61,100.0,4.47,5.97,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,8.0,17,6.0,2,0,0,81.6,100.0,7.13,8.15,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.3,26,6.0,2,0,0,97.22,100.0,7.63,7.93,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,6.0,1.0,19,9.0,2,0,0,84.44,83.33,5.76,6.03,Reprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.63,19,6.0,2,0,0,86.42,100.0,6.33,7.4,Aprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,6.0,8.63,22,9.0,2,0,0,69.44,83.33,5.32,4.78,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,34.0,0.38,18,5.0,2,0,0,82.22,5.56,4.96,2.15,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,6.0,7.0,18,5.0,2,0,0,82.22,83.33,4.96,5.04,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,32.0,0.0,18,9.0,2,0,0,78.52,11.11,4.45,1.0,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,4.0,9.5,18,9.0,2,0,0,78.52,88.89,4.45,6.56,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,8.0,3.13,18,9.0,2,0,0,78.52,77.78,4.45,6.21,Reprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,4.0,2.82,18,9.0,2,0,0,78.52,88.89,4.45,4.72,Reprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,6.0,9.0,21,5.0,2,0,0,89.81,83.33,6.83,5.4,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.5,17,5.0,2,0,0,84.57,100.0,7.3,8.19,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,8.88,17,8.0,2,0,0,71.43,100.0,3.13,4.18,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,4.0,6.69,19,9.0,2,0,0,73.12,88.89,3.7,5.43,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.75,20,5.0,2,0,0,96.18,100.0,8.16,8.16,Aprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,4.0,8.0,20,7.0,2,0,0,80.0,88.89,5.9,6.15,Aprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,36.0,0.0,22,4.0,2,0,0,34.13,0.0,0.0,0.0,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,36.0,0.0,18,8.0,2,0,0,56.77,0.0,3.28,2.02,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.13,18,8.0,2,0,0,56.77,100.0,3.28,6.6,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,36.0,0.0,18,8.0,2,0,0,56.77,0.0,3.28,2.52,Reprovado por Freqüência
M,Solteiro(a),Transferência Externa,Organização Sistemas e Métodos,30.0,0.0,9.4,19,6.0,2,0,0,71.53,100.0,5.75,7.97,Aprovado
M,Solteiro(a),Transferência Externa,Organização Sistemas e Métodos,30.0,0.0,8.25,21,9.0,2,0,0,58.13,100.0,1.84,1.79,Aprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,6.0,7.5,18,9.0,2,0,0,73.74,83.33,5.3,3.75,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.25,18,7.0,2,0,0,82.22,100.0,6.29,7.86,Aprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,36.0,0.0,20,5.0,2,0,0,16.67,0.0,1.53,0.0,Reprovado por Freqüência
F,Solteiro(a),Processo Seletivo - SiSU,Organização Sistemas e Métodos,30.0,2.0,8.75,24,6.0,2,0,0,74.5,94.44,4.43,4.78,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,7.19,19,9.0,2,0,0,79.51,100.0,5.93,4.62,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,6.0,8.63,34,8.0,2,0,0,88.42,83.33,7.16,7.16,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.38,17,5.0,2,0,0,95.83,100.0,7.7,6.05,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,10.0,19,5.0,2,0,0,61.81,100.0,5.15,7.68,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,4.0,8.15,22,5.0,2,0,0,90.63,88.89,8.46,9.12,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.13,19,5.0,2,0,0,73.81,100.0,4.22,3.36,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.5,18,7.0,2,0,0,97.57,100.0,8.29,7.3,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,4.0,7.07,17,9.0,2,0,0,78.53,88.89,5.37,5.94,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.63,19,7.0,2,0,0,94.44,100.0,7.9,7.32,Aprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.63,19,5.0,2,0,0,97.92,100.0,8.25,8.3,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,6.0,5.57,19,5.0,2,0,0,42.78,83.33,1.4,4.05,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.5,18,5.0,2,0,0,67.46,100.0,5.84,6.78,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,10.0,19,9.0,2,0,0,84.44,100.0,5.76,7.26,Aprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,10.0,17,6.0,2,0,0,98.96,100.0,8.82,8.93,Aprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,2.0,10.0,17,7.0,2,0,0,80.09,94.44,6.24,7.41,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Organização Sistemas e Métodos,30.0,0.0,9.5,25,7.0,2,0,0,63.43,100.0,2.98,5.94,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,6.0,4.25,17,8.0,2,0,0,53.89,83.33,2.77,5.86,Reprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,22.0,1.13,17,8.0,2,0,0,53.89,38.89,2.77,0.46,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,4.0,7.63,25,7.0,2,0,0,83.02,88.89,6.09,7.1,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Organização Sistemas e Métodos,30.0,6.0,6.5,27,0.0,2,0,0,85.42,83.33,6.88,5.94,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,4.0,8.38,18,5.0,2,0,0,95.14,88.89,7.83,8.07,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,8.0,21,9.0,2,0,0,89.12,100.0,5.4,5.33,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,4.0,9.13,18,9.0,2,0,0,95.83,88.89,8.21,7.75,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.5,17,5.0,2,0,0,96.53,100.0,8.87,8.88,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Organização Sistemas e Métodos,30.0,4.0,7.75,30,0.0,2,0,0,93.85,88.89,7.72,7.73,Aprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,36.0,0.0,19,5.0,2,0,0,66.27,0.0,4.76,0.0,Reprovado por Freqüência
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,5.88,19,5.0,2,0,0,66.27,100.0,4.76,5.55,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,8.0,8.0,23,8.0,2,0,0,57.84,77.78,2.45,5.98,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,6.0,8.15,19,8.0,2,0,0,76.39,83.33,6.17,6.68,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,4.0,8.4,18,9.0,2,0,0,56.71,88.89,2.96,6.4,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,2.0,10.0,34,7.0,2,0,0,95.52,94.44,6.32,5.92,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,6.0,9.5,18,8.0,2,0,0,43.87,83.33,3.5,8.48,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,30.0,0.0,18,8.0,2,0,0,43.87,16.67,3.5,0.0,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,8.0,8.75,18,7.0,2,0,0,67.71,77.78,3.78,4.87,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,9.7,17,6.0,2,0,0,83.33,100.0,7.49,8.65,Aprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,0.0,3.25,18,4.0,2,0,0,80.18,100.0,3.92,2.84,Reprovado
M,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,8.0,1.87,18,4.0,2,0,0,80.18,77.78,3.92,2.99,Reprovado
F,Solteiro(a),Vestibular,Organização Sistemas e Métodos,30.0,6.0,8.0,17,8.0,2,0,0,67.22,83.33,3.53,5.3,Aprovado
F,Casado(a),Vestibular,Organização Sistemas e Métodos,30.0,6.0,6.72,18,7.0,2,0,0,84.13,83.33,5.4,4.66,Aprovado
