GENERO,ESTADO_CIVIL,FORMA_INGRESSO,NOME_ATIV_CURRIC,CH_TOTAL,NUM_FALTAS,MEDIA_FINAL,IDADE_PRIMEIRO_ANO,DURACAO_CURSO,CREDITO_TEORICO,CREDITO_PRATICO,CREDITO_CAMPO,PERCENTUAL_FREQUENCIA_PERIODO,PERCENTUAL_FREQUENCIA_DISCIPLINA,MEDIA_PERIODO,MEDIA_SEMESTRE,SITUACAO)
M,Solteiro(a),Vestibular,Sociologia,30.0,2.0,10.0,19,9.0,2,0,0,88.89,94.44,7.89,5.49,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,36.0,0.0,19,5.0,2,0,0,63.89,0.0,4.88,0.0,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Sociologia,30.0,10.0,4.75,19,5.0,2,0,0,63.89,72.22,4.88,4.19,Reprovado por Freqüência
F,Solteiro(a),Vestibular,Sociologia,30.0,0.0,9.0,17,5.0,2,0,0,96.87,100.0,8.71,8.78,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,4.0,6.88,19,7.0,2,0,0,88.43,88.89,6.43,5.43,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,2.0,10.0,20,5.0,2,0,0,96.53,94.44,8.48,8.56,Aprovado
M,Solteiro(a),Transferência Externa,Sociologia,30.0,2.0,4.75,25,7.0,2,0,0,38.89,94.44,2.55,3.44,Reprovado
F,Solteiro(a),Vestibular,Sociologia,30.0,36.0,0.0,18,9.0,2,0,0,44.07,0.0,1.34,0.23,Reprovado por Freqüência
M,Casado(a),Vestibular,Sociologia,30.0,2.0,10.0,23,5.0,2,0,0,93.75,94.44,8.97,7.54,Aprovado
M,Solteiro(a),Transferência Externa,Sociologia,30.0,7.0,5.0,19,12.0,2,0,0,70.19,80.56,3.42,4.96,Aprovado
F,Solteiro(a),Transferência Externa,Sociologia,30.0,6.0,5.02,19,5.0,2,0,0,92.36,83.33,7.44,7.72,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,22.0,0.0,26,8.0,2,0,0,29.52,38.89,0.36,1.13,Reprovado por Freqüência
M,Casado(a),Vestibular,Sociologia,30.0,4.0,8.0,31,6.0,2,0,0,74.12,88.89,4.63,5.93,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,36.0,0.0,17,4.0,2,0,0,4.17,0.0,0.0,0.0,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Sociologia,30.0,0.0,10.0,17,9.0,2,0,0,94.62,100.0,7.63,6.51,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,0.0,10.0,21,4.0,2,0,0,96.87,100.0,7.98,7.98,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,0.0,10.0,18,4.0,2,0,0,97.74,100.0,8.89,8.89,Aprovado
M,Casado(a),Transferência Externa,Sociologia,30.0,36.0,0.0,20,7.0,2,0,0,51.14,0.0,2.73,0.0,Reprovado por Freqüência
F,Solteiro(a),Transferência Externa,Sociologia,30.0,18.0,5.5,21,7.0,2,0,0,45.53,50.0,2.5,4.5,Reprovado por Freqüência
F,Solteiro(a),Transferência Externa,Sociologia,30.0,36.0,0.0,21,7.0,2,0,0,45.53,0.0,2.5,0.0,Reprovado por Freqüência
F,Solteiro(a),Transferência Externa,Sociologia,30.0,36.0,0.0,21,7.0,2,0,0,45.53,0.0,2.5,3.15,Reprovado por Freqüência
F,Solteiro(a),Vestibular,Sociologia,30.0,2.0,10.0,19,5.0,2,0,0,94.79,94.44,8.26,7.34,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,0.0,10.0,19,6.0,2,0,0,78.33,100.0,5.67,7.09,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,4.0,10.0,26,5.0,2,0,0,94.44,88.89,8.13,5.5,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,4.0,8.0,17,10.0,2,0,0,93.06,88.89,6.89,6.76,Aprovado
F,Solteiro(a),Vestibular,Sociologia,30.0,0.0,10.0,25,11.0,2,0,0,78.61,100.0,5.31,8.14,Aprovado
F,Solteiro(a),Vestibular,Sociologia,30.0,36.0,0.0,20,6.0,2,0,0,0.0,0.0,0.0,0.0,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Sociologia,30.0,20.0,0.0,23,5.0,2,0,0,44.44,44.44,0.0,0.0,Reprovado por Freqüência
F,Solteiro(a),Vestibular,Sociologia,30.0,36.0,0.0,21,6.0,2,0,0,0.0,0.0,0.0,0.0,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Sociologia,30.0,2.0,9.0,23,10.0,2,0,0,53.13,94.44,2.15,5.0,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,36.0,0.0,18,6.0,2,0,0,9.72,0.0,0.0,0.0,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Sociologia,30.0,22.0,0.0,18,6.0,2,0,0,9.72,38.89,0.0,0.33,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Sociologia,30.0,2.0,10.0,21,6.0,2,0,0,94.97,94.44,7.2,6.4,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,2.0,10.0,19,5.0,2,0,0,96.88,94.44,8.69,8.69,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,2.0,9.0,17,5.0,2,0,0,95.48,94.44,7.64,6.79,Aprovado
M,Casado(a),Transferência Externa,Sociologia,30.0,10.0,5.38,21,6.0,2,0,0,49.07,72.22,3.73,1.39,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Sociologia,30.0,22.0,0.0,20,6.0,2,0,0,17.9,38.89,0.06,0.12,Reprovado por Freqüência
F,Solteiro(a),Vestibular,Sociologia,30.0,2.0,9.0,18,11.0,2,0,0,78.03,94.44,4.53,6.65,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,2.0,9.0,17,6.0,2,0,0,94.97,94.44,7.66,7.66,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,2.0,10.0,26,6.0,2,0,0,96.11,94.44,6.41,5.87,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,0.0,9.0,23,10.0,2,0,0,79.17,100.0,4.28,4.64,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,2.0,10.0,19,8.0,2,0,0,67.59,94.44,4.18,6.12,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,0.0,10.0,22,8.0,2,0,0,94.58,100.0,7.08,5.33,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,2.0,10.0,19,6.0,2,0,0,97.57,94.44,7.93,6.59,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,2.0,10.0,20,8.0,2,0,0,89.39,94.44,5.41,5.94,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,2.0,10.0,19,6.0,2,0,0,96.67,94.44,7.79,7.79,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,4.0,8.0,18,8.0,2,0,0,92.71,88.89,7.13,6.6,Aprovado
M,Solteiro(a),Mandado de Segurança,Sociologia,30.0,0.0,10.0,19,9.0,2,0,0,97.22,100.0,7.83,6.96,Aprovado
F,Solteiro(a),Vestibular,Sociologia,30.0,36.0,0.0,22,6.0,2,0,0,0.0,0.0,0.0,0.0,Reprovado por Freqüência
M,Casado(a),Vestibular,Sociologia,30.0,4.0,9.0,18,8.0,2,0,0,95.31,88.89,8.02,6.44,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,0.0,10.0,17,5.0,2,0,0,97.92,100.0,8.22,8.22,Aprovado
F,Solteiro(a),Vestibular,Sociologia,30.0,2.0,10.0,27,10.0,2,0,0,82.72,94.44,5.98,8.11,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,2.0,8.75,19,9.0,2,0,0,94.44,94.44,8.08,8.09,Aprovado
F,Solteiro(a),Vestibular,Sociologia,30.0,1.0,8.65,19,6.0,2,0,0,97.57,97.22,7.18,6.18,Aprovado
F,Solteiro(a),Vestibular,Sociologia,30.0,9.0,7.05,22,9.0,2,0,0,70.49,75.0,4.72,3.18,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,5.0,8.0,18,5.0,2,0,0,93.52,86.11,7.25,5.3,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,4.0,9.3,18,9.0,2,0,0,55.06,88.89,4.61,6.21,Aprovado
F,Solteiro(a),Vestibular,Sociologia,30.0,8.0,8.3,21,5.0,2,0,0,83.34,77.78,8.15,4.85,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,3.0,10.0,17,5.0,2,0,0,83.49,91.67,7.3,9.13,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,3.0,8.75,19,9.0,2,0,0,58.49,91.67,3.61,6.71,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,6.0,9.35,20,5.0,2,0,0,93.05,83.33,7.99,7.1,Aprovado
F,Solteiro(a),Vestibular,Sociologia,30.0,3.0,9.5,20,7.0,2,0,0,90.28,91.67,6.93,6.59,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,9.0,5.2,19,9.0,2,0,0,46.03,75.0,2.49,2.42,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,22.0,0.0,34,8.0,2,0,0,46.88,38.89,3.18,0.0,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Sociologia,30.0,5.0,10.0,34,8.0,2,0,0,46.88,86.11,3.18,3.63,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,8.0,8.85,19,5.0,2,0,0,78.65,77.78,7.11,8.13,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,0.0,0.0,23,7.0,2,0,0,50.0,100.0,0.0,0.0,Reprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,7.0,8.9,22,5.0,2,0,0,88.02,80.56,9.29,9.12,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,4.0,8.5,18,7.0,2,0,0,45.76,88.89,3.24,2.73,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,20.0,0.0,19,5.0,2,0,0,32.64,44.44,0.0,0.0,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Sociologia,30.0,4.0,8.5,17,9.0,2,0,0,75.28,88.89,6.08,5.51,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,4.0,9.05,19,7.0,2,0,0,96.7,88.89,8.31,7.33,Aprovado
F,Solteiro(a),Vestibular,Sociologia,30.0,0.0,9.7,19,5.0,2,0,0,98.26,100.0,8.24,8.27,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Sociologia,30.0,2.0,8.5,27,0.0,2,0,0,81.94,94.44,6.22,4.12,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,9.0,9.85,18,5.0,2,0,0,91.15,75.0,8.3,8.06,Aprovado
M,Solteiro(a),Vestibular,Sociologia,30.0,3.0,8.5,21,9.0,2,0,0,92.54,91.67,7.61,7.66,Aprovado
