GENERO,ESTADO_CIVIL,FORMA_INGRESSO,NOME_ATIV_CURRIC,CH_TOTAL,NUM_FALTAS,MEDIA_FINAL,IDADE_PRIMEIRO_ANO,DURACAO_CURSO,CREDITO_TEORICO,CREDITO_PRATICO,CREDITO_CAMPO,PERCENTUAL_FREQUENCIA_PERIODO,PERCENTUAL_FREQUENCIA_DISCIPLINA,MEDIA_PERIODO,MEDIA_SEMESTRE,SITUACAO)
M,Não informado,Vestibular,Sistemas Distribuídos,60.0,15.0,6.33,18,8.0,4,0,0,89.58,79.17,6.68,7.76,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,5.5,18,11.0,4,0,0,56.79,100.0,3.84,3.85,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,57.0,0.0,17,8.0,4,0,0,58.18,20.83,1.26,0.0,Reprovado por Freqüência
F,Não informado,Vestibular,Sistemas Distribuídos,60.0,15.0,5.35,26,7.0,4,0,0,89.35,79.17,6.06,4.65,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,6.0,6.5,18,8.0,4,0,0,72.68,91.67,4.23,5.08,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,20.0,0.0,20,8.0,4,0,0,72.22,72.22,0.0,0.15,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,5.0,8.5,18,11.0,4,0,0,53.21,93.06,3.57,3.72,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,15.0,5.5,17,7.0,4,0,0,89.41,79.17,7.39,7.39,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,2.0,8.5,18,5.0,4,0,0,94.62,97.22,8.74,8.44,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,15.0,6.45,19,6.0,4,0,0,88.72,79.17,7.09,6.3,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,9.75,20,4.0,4,0,0,97.4,100.0,9.01,9.01,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,10.0,5.79,20,11.0,4,0,0,83.1,86.11,5.59,7.54,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,2.0,6.53,19,8.0,4,0,0,21.61,97.22,1.36,4.45,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,10.0,8.22,17,5.0,4,0,0,89.41,86.11,8.09,8.09,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,3.0,9.75,18,5.0,4,0,0,93.92,95.83,8.95,8.4,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,2.0,8.0,18,11.0,4,0,0,73.75,97.22,5.13,4.84,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,3.0,9.0,16,5.0,4,0,0,94.79,95.83,7.61,6.89,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,1.0,8.65,18,5.0,4,0,0,96.18,98.61,8.4,7.54,Aprovado
F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.0,19,9.0,4,0,0,91.36,100.0,7.6,7.01,Aprovado
F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,18.0,1.66,19,9.0,4,0,0,91.36,75.0,7.6,6.99,Reprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,4.0,8.25,18,7.0,4,0,0,54.16,94.44,4.06,4.5,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,2.0,9.0,25,5.0,4,0,0,91.14,97.22,8.32,8.32,Aprovado
F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,10.0,6.89,20,8.0,4,0,0,87.65,86.11,7.06,6.84,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,10.0,7.23,18,9.0,4,0,0,81.02,86.11,6.59,6.38,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,6.25,17,9.0,4,0,0,96.7,100.0,7.0,6.22,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,2.0,8.25,19,9.0,4,0,0,90.1,97.22,7.14,6.19,Aprovado
F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,9.3,17,5.0,4,0,0,97.91,100.0,8.48,8.31,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,3.0,5.72,19,7.0,4,0,0,60.53,95.83,4.97,6.65,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,9.55,20,5.0,4,0,0,98.26,100.0,8.49,8.49,Aprovado
M,Casado(a),Vestibular,Sistemas Distribuídos,60.0,4.0,8.55,23,5.0,4,0,0,94.44,94.44,8.32,7.84,Aprovado
M,Solteiro(a),Transferência Externa,Sistemas Distribuídos,60.0,6.0,3.7,19,12.0,4,0,0,63.54,91.67,4.81,4.12,Reprovado
M,Solteiro(a),Transferência Externa,Sistemas Distribuídos,60.0,15.0,3.7,19,12.0,4,0,0,63.54,79.17,4.81,2.11,Reprovado
F,Solteiro(a),Transferência Externa,Sistemas Distribuídos,60.0,4.0,9.35,19,5.0,4,0,0,92.19,94.44,7.84,6.97,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,2.0,9.75,20,7.0,4,0,0,84.58,97.22,6.22,6.02,Aprovado
M,Casado(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.57,31,6.0,4,0,0,77.36,100.0,6.72,8.4,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,5.88,17,9.0,4,0,0,84.31,100.0,5.95,7.39,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,9.53,21,4.0,4,0,0,95.83,100.0,8.72,8.72,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,9.44,18,4.0,4,0,0,97.22,100.0,9.1,9.1,Aprovado
F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,9.97,19,5.0,4,0,0,96.35,100.0,8.34,8.34,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,4.0,8.0,19,7.0,4,0,0,87.03,94.44,7.33,6.1,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,6.31,17,10.0,4,0,0,56.33,100.0,3.02,5.28,Aprovado
F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,7.75,25,11.0,4,0,0,77.47,100.0,6.31,8.2,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,28.0,0.93,23,10.0,4,0,0,39.14,61.11,2.26,0.93,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,24.0,0.93,23,10.0,4,0,0,39.14,66.67,2.26,4.46,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,0.0,21,6.0,4,0,0,51.59,100.0,2.56,0.0,Reprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,12.0,1.76,21,6.0,4,0,0,51.59,83.33,2.56,0.59,Reprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,9.97,19,5.0,4,0,0,95.83,100.0,8.8,8.8,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,2.0,9.02,17,5.0,4,0,0,92.53,97.22,7.5,7.5,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.0,22,8.0,4,0,0,90.1,100.0,7.47,7.01,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,9.16,19,6.0,4,0,0,96.45,100.0,7.14,5.52,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,4.0,8.29,20,8.0,4,0,0,68.43,94.44,5.99,5.55,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,6.0,7.63,19,6.0,4,0,0,78.7,91.67,4.09,5.81,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,4.0,9.44,19,6.0,4,0,0,90.1,94.44,7.7,7.7,Aprovado
F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.0,27,10.0,4,0,0,96.73,100.0,6.7,6.06,Aprovado
M,Solteiro(a),Transferência Externa,Sistemas Distribuídos,60.0,4.0,8.67,24,4.0,4,0,0,84.72,94.44,7.81,2.08,Aprovado
M,Solteiro(a),Transferência Externa,Sistemas Distribuídos,60.0,4.0,5.11,22,6.0,4,0,0,95.83,94.44,6.59,2.8,Aprovado
F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,6.81,18,11.0,4,0,0,80.21,100.0,5.75,5.32,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.46,17,6.0,4,0,0,85.03,100.0,6.65,7.25,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,8.0,8.22,26,6.0,4,0,0,90.97,88.89,6.99,7.22,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.0,19,9.0,4,0,0,61.76,100.0,4.88,7.03,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.13,20,5.0,4,0,0,97.22,100.0,8.04,8.04,Aprovado
F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,6.06,20,7.0,4,0,0,85.06,100.0,6.76,6.3,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,6.19,18,8.0,4,0,0,72.22,100.0,5.56,5.89,Aprovado
M,Solteiro(a),Transferência Externa,Sistemas Distribuídos,60.0,0.0,8.0,19,6.0,4,0,0,91.49,100.0,6.78,7.35,Aprovado
M,Solteiro(a),Transferência Externa,Sistemas Distribuídos,60.0,0.0,5.72,21,9.0,4,0,0,85.0,100.0,4.24,5.71,Aprovado
M,Solteiro(a),Mandado de Segurança,Sistemas Distribuídos,60.0,37.0,0.88,19,9.0,4,0,0,64.46,48.61,3.92,2.3,Reprovado por Freqüência
M,Solteiro(a),Mandado de Segurança,Sistemas Distribuídos,60.0,10.0,2.26,19,9.0,4,0,0,64.46,86.11,3.92,1.58,Reprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,9.19,17,5.0,4,0,0,97.4,100.0,8.57,8.57,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,8.0,6.38,19,9.0,4,0,0,80.97,88.89,6.3,6.22,Aprovado
F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.0,19,6.0,4,0,0,97.22,100.0,8.32,8.05,Aprovado
F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,8.0,3.6,22,9.0,4,0,0,49.65,88.89,3.83,4.17,Reprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,5.31,18,5.0,4,0,0,55.48,100.0,2.59,1.48,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,16.0,6.0,18,9.0,4,0,0,63.66,77.78,4.81,6.1,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,9.13,17,5.0,4,0,0,95.49,100.0,8.52,8.55,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.0,19,5.0,4,0,0,79.51,100.0,7.04,7.75,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,9.75,22,5.0,4,0,0,88.72,100.0,8.78,8.78,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,16.0,6.05,18,7.0,4,0,0,40.7,77.78,4.09,6.51,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,16.0,5.0,17,9.0,4,0,0,61.46,77.78,3.8,3.01,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.18,19,7.0,4,0,0,94.13,100.0,7.66,7.52,Aprovado
F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.13,19,5.0,4,0,0,98.96,100.0,8.85,8.85,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.0,25,7.0,4,0,0,90.8,100.0,7.65,7.65,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.63,18,5.0,4,0,0,86.28,100.0,8.18,8.18,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,8.0,5.97,21,9.0,4,0,0,78.61,88.89,5.97,4.2,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.0,18,9.0,4,0,0,78.61,100.0,6.6,8.28,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,9.5,17,5.0,4,0,0,96.88,100.0,9.04,9.04,Aprovado
F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,7.25,18,9.0,4,0,0,93.21,100.0,7.0,3.86,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,6.19,18,7.0,4,0,0,94.91,100.0,6.99,6.71,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,14.0,5.15,18,7.0,4,0,0,84.38,80.56,6.67,6.58,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.7,17,6.0,4,0,0,94.14,100.0,7.94,6.28,Aprovado
F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,16.0,2.92,17,8.0,4,0,0,62.38,77.78,5.28,2.84,Reprovado
F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,16.0,2.33,17,8.0,4,0,0,62.38,77.78,5.28,3.0,Reprovado
F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,16.0,4.65,17,7.0,4,0,0,78.33,77.78,6.71,3.92,Reprovado
M,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,36.0,0.78,25,7.0,4,0,0,44.91,50.0,4.87,2.44,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,24.0,1.38,17,8.0,4,0,0,52.32,66.67,2.9,2.34,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,68.0,0.0,17,8.0,4,0,0,52.32,5.56,2.9,0.0,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,28.0,3.23,17,8.0,4,0,0,69.1,61.11,5.68,3.67,Reprovado por Freqüência
F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,37.0,0.55,17,7.0,4,0,0,43.61,48.61,3.18,0.61,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,14.0,5.0,18,8.0,4,0,0,74.5,80.56,5.14,7.22,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,12.0,5.8,19,8.0,4,0,0,75.55,83.33,6.25,2.31,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,15.0,3.59,18,9.0,4,0,0,60.36,79.17,4.04,6.22,Reprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,26.0,2.33,34,7.0,4,0,0,87.96,63.89,6.49,4.18,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,6.0,5.68,18,8.0,4,0,0,81.48,91.67,7.17,7.08,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,4.0,5.2,18,8.0,4,0,0,54.13,94.44,4.74,7.42,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,16.0,1.63,18,8.0,4,0,0,54.13,77.78,4.74,5.0,Reprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,2.0,8.55,20,4.0,4,0,0,87.15,97.22,8.58,8.78,Aprovado
F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,4.0,3.23,21,0.0,4,0,0,63.89,94.44,5.55,5.04,Reprovado
M,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,10.0,8.0,24,5.0,4,0,0,93.4,86.11,8.56,8.56,Aprovado
M,Outros,Convênio,Sistemas Distribuídos,60.0,2.0,8.5,17,6.0,4,0,0,99.31,97.22,9.25,9.22,Aprovado
M,Outros,Convênio,Sistemas Distribuídos,60.0,18.0,5.38,18,8.0,4,0,0,89.29,75.0,6.54,5.13,Aprovado
M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,16.0,8.4,23,7.0,4,0,0,64.24,77.78,6.57,8.05,Aprovado
F,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,4.0,5.28,17,0.0,4,0,0,69.19,94.44,5.37,8.13,Aprovado
M,Casado(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,21.0,3.83,43,7.0,4,0,0,69.6,70.83,5.95,7.6,Reprovado por Freqüência
M,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,26.0,1.13,18,0.0,4,0,0,70.71,63.89,5.91,4.93,Reprovado por Freqüência
F,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,10.0,6.53,18,7.0,4,0,0,61.51,86.11,4.96,8.18,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,6.0,5.0,18,8.0,4,0,0,90.06,91.67,6.86,7.66,Aprovado
F,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,8.0,2.29,17,4.0,4,0,0,92.59,88.89,5.57,2.43,Reprovado
M,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,2.0,8.2,18,5.0,4,0,0,93.4,97.22,8.9,8.88,Aprovado
M,Casado(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,12.0,5.0,29,8.0,4,0,0,77.64,83.33,5.92,5.58,Aprovado
F,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,13.0,2.54,41,8.0,4,0,0,68.98,81.94,5.64,5.85,Reprovado
M,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,3.0,6.53,19,5.0,4,0,0,95.31,95.83,8.56,8.5,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,18.0,0.5,19,9.0,4,0,0,59.26,75.0,4.59,3.14,Reprovado
M,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,60.0,0.0,18,7.0,4,0,0,45.56,16.67,2.13,0.34,Reprovado por Freqüência
M,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,4.0,8.3,17,5.0,4,0,0,96.18,94.44,9.0,8.89,Aprovado
M,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,18.0,0.9,19,0.0,4,0,0,57.14,75.0,5.58,3.96,Reprovado
M,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,50.0,0.0,19,9.0,4,0,0,21.43,30.56,1.14,3.63,Reprovado por Freqüência
M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,22.0,2.85,21,3.0,4,0,0,34.72,69.44,1.43,4.0,Reprovado por Freqüência
M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,4.0,8.25,18,0.0,4,0,0,52.78,94.44,4.22,7.53,Aprovado
F,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,2.0,8.6,26,0.0,4,0,0,95.14,97.22,7.8,5.88,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,0.0,7.3,26,0.0,4,0,0,91.32,100.0,6.63,5.0,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,0.0,7.6,17,0.0,4,0,0,62.72,100.0,4.82,3.68,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,2.0,8.1,20,0.0,4,0,0,74.31,97.22,8.18,7.37,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,0.0,5.38,16,0.0,4,0,0,68.61,100.0,5.12,5.93,Aprovado
F,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,0.0,9.65,18,4.0,4,0,0,98.78,100.0,9.08,9.08,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,2.0,8.0,18,0.0,4,0,0,44.21,97.22,4.0,8.01,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,2.0,9.05,18,0.0,4,0,0,72.91,97.22,8.39,8.0,Aprovado
F,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,2.0,8.7,18,0.0,4,0,0,68.61,97.22,6.55,3.6,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,0.0,8.2,18,0.0,4,0,0,97.22,100.0,7.09,7.32,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,2.0,8.85,17,4.0,4,0,0,83.33,97.22,8.57,8.65,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,0.0,9.65,18,0.0,4,0,0,84.03,100.0,8.2,8.1,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,4.0,6.28,17,0.0,4,0,0,51.98,94.44,4.15,6.15,Aprovado
M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,0.0,9.3,18,0.0,4,0,0,84.2,100.0,8.57,8.76,Aprovado
F,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,0.0,10.0,18,4.0,4,0,0,98.26,100.0,9.0,9.0,Aprovado
M,Solteiro(a),Vestibular,Engenharia de Software II,60.0,36.0,0.0,49,8.0,2,1,0,22.22,50.0,0.0,0.0,Reprovado por Freqüência
M,Solteiro(a),Processo Seletivo - SiSU,Engenharia de Software II,60.0,16.0,8.0,33,0.0,2,1,0,78.82,77.78,7.97,7.97,Aprovado
M,Casado(a),Processo Seletivo - ENEM,Engenharia de Software II,60.0,2.0,8.79,30,5.0,2,1,0,71.3,97.22,7.98,7.85,Aprovado
M,Solteiro(a),Vestibular,Engenharia de Software II,60.0,13.0,6.41,19,11.0,2,1,0,80.62,81.94,2.99,3.73,Aprovado
F,Solteiro(a),Vestibular,Engenharia de Software II,60.0,36.0,0.0,17,8.0,2,1,0,72.64,50.0,3.72,4.77,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Engenharia de Software II,60.0,20.0,0.98,21,11.0,2,1,0,68.44,72.22,0.76,0.33,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Engenharia de Software II,60.0,0.0,0.0,21,11.0,2,1,0,68.44,100.0,0.76,1.61,Reprovado
M,Solteiro(a),Vestibular,Engenharia de Software II,60.0,70.0,2.25,21,9.0,2,1,0,18.52,2.78,1.56,1.12,Reprovado por Freqüência
F,Solteiro(a),Processo Seletivo - SiSU,Engenharia de Software II,60.0,0.0,5.3,28,0.0,2,1,0,51.85,100.0,6.32,7.11,Aprovado
M,Solteiro(a),Vestibular,Engenharia de Software II,60.0,70.0,0.0,17,9.0,2,1,0,34.82,2.78,0.25,0.0,Reprovado por Freqüência
M,Solteiro(a),Vestibular,Engenharia de Software II,60.0,36.0,0.0,24,12.0,2,1,0,50.0,50.0,0.0,0.0,Reprovado por Freqüência
