PERIODO_IDEAL,GENERO,ESTADO_CIVIL,FORMA_INGRESSO,NOME_ATIV_CURRIC,CH_TOTAL,NUM_FALTAS,MEDIA_FINAL,SITUACAO,IDADE_PRIMEIRO_ANO,DURACAO_CURSO,PERCENTUAL_FREQUENCIA_PERIODO,PERCENTUAL_FREQUENCIA_DISCIPLINA,MEDIA_PERIODO,MEDIA_SEMESTRE,FORMA_EVASAO
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,9.53,Aprovado,20,0.0,78.3,100.0,9.16,8.05,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,8.0,9.4,Aprovado,18,0.0,78.86,77.78,7.07,6.62,Sem Evasão
7,F,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,9.88,Aprovado,17,4.0,85.76,100.0,9.18,9.18,Formado
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,9.78,Aprovado,21,5.0,83.33,100.0,9.04,9.09,Formado
7,F,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,6.0,8.9,Aprovado,18,7.0,75.87,83.33,8.15,5.88,Formado
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,9.65,Aprovado,18,4.0,84.72,100.0,8.87,8.87,Formado
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,9.9,Aprovado,19,4.0,82.47,100.0,8.94,9.06,Formado
7,M,Solteiro(a),Processo Seletivo - ENEM,Planos de Negócios em Informática,30.0,0.0,9.75,Aprovado,19,9.0,59.26,100.0,4.59,8.23,Desistência
7,M,Solteiro(a),Processo Seletivo - ENEM,Planos de Negócios em Informática,30.0,0.0,10.0,Aprovado,17,5.0,100.0,100.0,10.0,5.12,Jubilamento
7,M,Solteiro(a),Processo Seletivo - ENEM,Planos de Negócios em Informática,30.0,20.0,1.15,Reprovado por Freqüência,19,9.0,59.26,44.44,4.59,3.14,Desistência
7,M,Solteiro(a),Processo Seletivo - ENEM,Planos de Negócios em Informática,30.0,0.0,8.0,Aprovado,18,7.0,45.56,100.0,2.13,4.33,Jubilamento
7,M,Solteiro(a),Processo Seletivo - ENEM,Planos de Negócios em Informática,30.0,7.0,8.78,Aprovado,18,8.0,69.31,80.56,6.33,5.68,Formado
7,M,Solteiro(a),Processo Seletivo - ENEM,Planos de Negócios em Informática,30.0,6.0,9.2,Aprovado,17,5.0,96.18,83.33,9.0,8.89,Formado
7,M,Solteiro(a),Processo Seletivo - ENEM,Planos de Negócios em Informática,30.0,4.0,5.12,Aprovado,19,0.0,62.96,88.89,1.71,2.56,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,9.9,Aprovado,17,4.0,85.59,100.0,9.41,9.41,Formado
7,M,Uniao Estavel,Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,60,0.0,100.0,100.0,8.5,4.53,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.0,Aprovado,18,0.0,52.78,100.0,4.22,5.1,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,36.0,0.0,Reprovado por Freqüência,18,0.0,52.78,0.0,4.22,1.74,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,9.53,Aprovado,18,7.0,71.89,100.0,6.64,4.67,Formado
7,F,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,9.9,Aprovado,18,4.0,87.5,100.0,9.36,9.36,Formado
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,9.78,Aprovado,18,0.0,72.22,100.0,6.84,6.9,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.15,Aprovado,18,0.0,55.58,100.0,4.76,6.59,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,8.0,7.56,Aprovado,19,0.0,84.26,77.78,6.7,4.04,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,9.5,Aprovado,17,6.0,75.2,100.0,6.66,5.8,Formado
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,9.65,Aprovado,18,4.0,81.94,100.0,9.4,9.4,Formado
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,17,5.0,80.21,100.0,8.0,8.0,Formado
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,17,4.0,85.24,100.0,8.37,8.37,Formado
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.0,Aprovado,18,0.0,69.44,100.0,7.04,5.63,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,17,4.0,82.81,100.0,8.78,8.78,Formado
7,F,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.0,Aprovado,17,5.0,70.14,100.0,8.17,6.53,Desistência
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.0,Aprovado,18,0.0,76.91,100.0,7.89,7.81,Sem Evasão
7,M,Outros,Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,17,5.0,82.47,100.0,8.83,8.83,Formado
7,F,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,9.6,Aprovado,26,0.0,95.14,100.0,7.8,7.02,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,24.0,0.41,Reprovado por Freqüência,18,4.0,11.11,33.33,0.14,0.31,Desistência
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,4.0,8.9,Aprovado,19,6.0,84.9,88.89,8.84,8.35,Formado
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,6.0,8.88,Aprovado,18,0.0,61.31,83.33,4.13,7.83,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,6.0,6.21,Aprovado,26,0.0,91.32,83.33,6.63,6.06,Sem Evasão
7,F,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.0,Aprovado,18,7.0,76.91,100.0,7.65,7.65,Formado
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.0,Aprovado,20,0.0,74.31,100.0,8.18,7.32,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,2.0,8.12,Aprovado,24,0.0,46.53,94.44,6.24,4.53,Sem Evasão
7,M,Casado(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,8.0,8.0,Aprovado,29,5.0,66.67,77.78,7.61,7.61,Formado
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,36.0,0.0,Reprovado por Freqüência,18,5.0,0.0,0.0,0.0,0.0,Jubilamento
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.0,Aprovado,20,0.0,37.22,100.0,4.18,4.75,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,21,4.0,86.11,100.0,8.29,8.29,Formado
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,18,3.0,83.85,100.0,8.68,7.15,Formado
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,19,0.0,90.74,100.0,5.5,6.22,Sem Evasão
7,M,Solteiro(a),Transferência Externa,Planos de Negócios em Informática,30.0,36.0,0.0,Reprovado por Freqüência,19,0.0,0.0,0.0,0.0,0.12,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.0,Aprovado,17,0.0,62.72,100.0,4.82,6.08,Sem Evasão
7,M,Solteiro(a),Transferência Ex-Ofício,Planos de Negócios em Informática,30.0,0.0,8.0,Aprovado,24,6.0,57.99,100.0,7.27,6.61,Formado
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.0,Aprovado,19,0.0,70.14,100.0,6.57,5.31,Sem Evasão
7,F,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.0,Aprovado,18,0.0,94.44,100.0,8.23,3.76,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.0,Aprovado,17,0.0,59.49,100.0,5.5,3.44,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.62,Aprovado,18,0.0,72.92,100.0,8.15,8.15,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,18,0.0,72.92,100.0,8.25,8.25,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,16,0.0,68.61,100.0,5.12,5.29,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,21,4.0,64.24,100.0,4.89,2.42,Desistência
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,20,0.0,100.0,100.0,8.5,2.73,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.0,Aprovado,20,5.0,67.01,100.0,6.88,6.94,Formado
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,16,0.0,70.83,100.0,8.23,7.52,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,36.0,0.0,Reprovado por Freqüência,18,0.0,44.21,0.0,4.0,4.65,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,18,0.0,72.91,100.0,8.39,6.56,Sem Evasão
7,F,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,18,0.0,68.61,100.0,6.55,5.18,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,3.0,8.0,Aprovado,24,0.0,70.49,91.67,7.98,7.98,Sem Evasão
7,F,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,21,5.0,73.96,100.0,8.76,8.76,Formado
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,2.0,8.1,Aprovado,18,0.0,97.22,94.44,7.09,7.32,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.0,Aprovado,21,0.0,100.0,100.0,8.0,3.64,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.0,Aprovado,18,0.0,98.15,100.0,8.38,5.25,Sem Evasão
7,F,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,9.12,Aprovado,18,4.0,75.0,100.0,9.67,9.67,Formado
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,36.0,0.0,Reprovado por Freqüência,18,4.0,17.13,0.0,0.0,0.31,Jubilamento
7,F,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,9.12,Aprovado,19,5.0,75.0,100.0,8.97,8.97,Formado
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,19,0.0,68.75,100.0,6.15,3.56,Sem Evasão
7,M,Casado(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,22,0.0,50.0,100.0,4.25,2.68,Sem Evasão
7,M,Solteiro(a),Mandado de Segurança,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,18,0.0,57.22,100.0,5.52,4.45,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,32.0,0.5,Reprovado por Freqüência,21,0.0,5.55,11.11,3.12,0.12,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,18,0.0,70.83,100.0,5.39,4.33,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,18,0.0,49.72,100.0,3.38,3.81,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.0,Aprovado,19,0.0,69.09,100.0,4.39,5.86,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.7,Aprovado,17,4.0,83.33,100.0,8.57,8.65,Formado
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,18,0.0,71.18,100.0,4.2,4.27,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,18,0.0,84.03,100.0,8.2,8.33,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,19,0.0,38.69,100.0,3.85,5.97,Sem Evasão
7,M,Casado(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,18,0.0,41.67,100.0,4.64,6.51,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,18,0.0,60.83,100.0,4.66,5.71,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,4.0,8.75,Aprovado,17,0.0,51.98,88.89,4.15,6.15,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,36.0,0.0,Reprovado por Freqüência,17,0.0,51.98,0.0,4.15,4.29,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,18,0.0,84.2,100.0,8.57,7.69,Sem Evasão
7,F,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,0.0,9.2,Aprovado,18,4.0,98.78,100.0,9.08,9.08,Formado
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,8.0,8.75,Aprovado,18,0.0,44.21,77.78,4.0,8.01,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,2.0,8.0,Aprovado,18,0.0,98.15,94.44,7.8,7.04,Sem Evasão
7,M,Solteiro(a),Transferência Externa,Planos de Negócios em Informática,30.0,0.0,8.0,Aprovado,21,0.0,50.0,100.0,4.12,1.0,Sem Evasão
7,F,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,2.0,9.2,Aprovado,18,4.0,98.26,94.44,9.0,9.0,Formado
7,M,Casado(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,8.0,8.25,Aprovado,32,0.0,79.17,77.78,6.71,3.56,Sem Evasão
7,M,Solteiro(a),Transferência Externa,Planos de Negócios em Informática,30.0,0.0,8.5,Aprovado,21,0.0,32.41,100.0,5.38,6.34,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,8.0,8.25,Aprovado,25,0.0,38.89,77.78,8.12,5.44,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Planos de Negócios em Informática,30.0,26.0,0.5,Reprovado por Freqüência,19,3.0,40.74,27.78,1.58,0.2,Desistência
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,14.0,6.32,Aprovado,18,10.0,70.28,80.56,3.16,3.16,Formado
7,M,Solteiro(a),Processo Seletivo - SiSU,Introdução à Inteligência Artificial,60.0,18.0,9.46,Aprovado,33,0.0,78.82,75.0,7.97,7.97,Sem Evasão
7,M,Casado(a),Processo Seletivo - ENEM,Introdução à Inteligência Artificial,60.0,8.0,8.6,Aprovado,30,5.0,71.3,88.89,7.98,7.85,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,14.0,8.5,Aprovado,25,10.0,79.17,80.56,4.25,5.58,Jubilamento
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,14.0,5.02,Aprovado,20,0.0,80.56,80.56,5.02,2.63,Sem Evasão
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,14.0,5.55,Aprovado,19,11.0,80.62,80.56,2.99,3.73,Jubilamento
7,M,Solteiro(a),Concurso de Títulos,Introdução à Inteligência Artificial,60.0,14.0,6.98,Aprovado,18,10.0,79.59,80.56,1.75,4.99,Jubilamento
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,68.0,0.0,Reprovado por Freqüência,17,8.0,47.78,5.56,0.0,0.0,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,58.0,0.25,Reprovado por Freqüência,22,9.0,59.72,19.44,4.5,4.25,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,52.0,0.0,Reprovado por Freqüência,18,10.0,53.11,27.78,0.0,0.0,Jubilamento
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,72.0,0.0,Reprovado por Freqüência,18,10.0,53.11,0.0,0.0,0.0,Jubilamento
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,52.0,0.0,Reprovado por Freqüência,21,11.0,68.44,27.78,0.76,0.0,Jubilamento
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,25.0,4.82,Reprovado por Freqüência,21,11.0,68.44,65.28,0.76,1.61,Jubilamento
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,56.0,0.25,Reprovado por Freqüência,21,11.0,68.44,22.22,0.76,3.36,Jubilamento
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,14.0,7.28,Aprovado,31,9.0,80.19,80.56,5.43,6.21,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,14.0,8.85,Aprovado,18,10.0,70.28,80.56,4.42,5.91,Jubilamento
7,F,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,14.0,5.75,Aprovado,17,6.0,90.28,80.56,7.5,5.33,Formado
7,F,Solteiro(a),Processo Seletivo - SiSU,Introdução à Inteligência Artificial,60.0,10.0,8.25,Aprovado,28,0.0,51.85,86.11,6.32,7.11,Sem Evasão
7,F,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,58.0,0.0,Reprovado por Freqüência,18,9.0,41.29,19.44,0.1,0.0,Jubilamento
7,F,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,40.0,0.3,Reprovado por Freqüência,18,9.0,41.29,44.44,0.1,2.02,Jubilamento
7,F,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,58.0,0.68,Reprovado por Freqüência,20,8.0,31.67,19.44,2.02,0.68,Jubilamento
7,F,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,14.0,5.88,Aprovado,17,8.0,72.64,80.56,3.72,4.77,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,42.0,0.75,Reprovado por Freqüência,17,9.0,34.82,41.67,0.25,1.82,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,70.0,0.0,Reprovado por Freqüência,19,7.0,2.78,2.78,0.0,0.0,Desistência
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,6.0,6.12,Aprovado,18,9.0,85.42,91.67,5.64,6.58,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,34.0,2.43,Reprovado por Freqüência,21,9.0,18.52,52.78,1.56,1.44,Jubilamento
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,13.0,5.85,Aprovado,20,10.0,42.36,81.94,2.92,2.92,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,70.0,0.0,Reprovado por Freqüência,20,10.0,42.36,2.78,2.92,0.0,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,4.0,5.08,Aprovado,19,12.0,83.06,94.44,3.52,3.56,Jubilamento
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,14.0,5.28,Aprovado,18,7.0,79.17,80.56,2.64,2.64,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,8.0,8.35,Aprovado,19,4.0,94.1,88.89,8.06,7.3,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,10.0,8.8,Aprovado,18,9.0,34.2,86.11,2.87,6.88,Jubilamento
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,8.0,6.02,Aprovado,18,9.0,82.47,88.89,5.97,5.04,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,14.0,5.72,Aprovado,22,9.0,57.64,80.56,3.0,6.75,Jubilamento
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,18.0,6.2,Aprovado,17,11.0,54.4,75.0,2.02,4.62,Jubilamento
7,F,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,0.0,8.15,Aprovado,18,7.0,90.59,100.0,7.06,8.24,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,10.0,5.38,Aprovado,18,9.0,67.55,86.11,3.59,7.44,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,14.0,6.22,Aprovado,18,9.0,92.28,80.56,7.59,7.81,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,2.0,8.7,Aprovado,18,4.0,96.53,97.22,8.39,8.42,Formado
7,F,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,0.0,9.6,Aprovado,18,5.0,99.31,100.0,9.21,9.17,Formado
7,F,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,8.0,5.94,Aprovado,18,10.0,93.75,88.89,8.12,5.85,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,0.0,8.2,Aprovado,18,4.0,82.99,100.0,7.07,7.38,Formado
7,F,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,0.0,9.45,Aprovado,17,5.0,98.26,100.0,9.08,9.06,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,4.0,8.6,Aprovado,18,6.0,94.44,94.44,8.07,7.85,Formado
7,F,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,52.0,0.0,Reprovado por Freqüência,18,9.0,8.89,27.78,0.0,0.0,Jubilamento
7,F,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,72.0,0.0,Reprovado por Freqüência,18,9.0,8.89,0.0,0.0,1.73,Jubilamento
7,M,Solteiro(a),Processo Seletivo - ENEM,Introdução à Inteligência Artificial,60.0,2.0,7.22,Aprovado,24,6.0,75.69,97.22,6.04,5.96,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,16.0,5.5,Aprovado,19,9.0,80.21,77.78,5.95,6.75,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,14.0,5.65,Aprovado,18,9.0,76.28,80.56,5.11,2.04,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,52.0,0.0,Reprovado por Freqüência,18,9.0,27.78,27.78,0.0,0.0,Jubilamento
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,62.0,0.0,Reprovado por Freqüência,18,9.0,2.78,13.89,0.0,0.0,Jubilamento
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,8.0,6.18,Aprovado,18,11.0,69.93,88.89,4.02,4.33,Jubilamento
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,18.0,7.32,Aprovado,18,8.0,77.08,75.0,3.98,5.54,Jubilamento
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,17.0,6.22,Aprovado,18,10.0,79.76,76.39,3.37,6.91,Jubilamento
7,M,Não informado,Vestibular,Introdução à Inteligência Artificial,60.0,10.0,6.95,Aprovado,18,8.0,89.58,86.11,6.68,7.76,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,8.0,5.22,Aprovado,18,11.0,56.79,88.89,3.84,5.78,Jubilamento
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,18.0,5.62,Aprovado,17,11.0,79.63,75.0,4.15,4.13,Jubilamento
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,18.0,1.4,Reprovado,17,11.0,79.63,75.0,4.15,0.44,Jubilamento
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,16.0,5.12,Aprovado,18,8.0,72.68,77.78,4.23,5.08,Jubilamento
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,8.0,6.1,Aprovado,18,11.0,53.21,88.89,3.57,3.72,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,12.0,6.38,Aprovado,17,7.0,89.41,83.33,7.39,7.39,Formado
7,M,Não informado,Vestibular,Introdução à Inteligência Artificial,60.0,60.0,0.0,Reprovado por Freqüência,18,8.0,58.34,16.67,0.0,0.0,Jubilamento
7,M,Não informado,Vestibular,Introdução à Inteligência Artificial,60.0,0.0,8.65,Aprovado,18,4.0,93.75,100.0,8.57,8.57,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,6.0,9.5,Aprovado,20,11.0,83.1,91.67,5.59,8.14,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,40.0,1.43,Reprovado por Freqüência,20,11.0,83.1,44.44,5.59,1.97,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,28.0,1.17,Reprovado por Freqüência,20,11.0,83.1,61.11,5.59,0.29,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,14.0,5.68,Aprovado,19,8.0,21.61,80.56,1.36,4.45,Jubilamento
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,10.0,8.15,Aprovado,17,5.0,89.41,86.11,8.09,8.09,Formado
7,M,Solteiro(a),Vestibular,Introdução à Inteligência Artificial,60.0,72.0,0.0,Reprovado por Freqüência,17,8.0,58.18,0.0,1.26,0.14,Jubilamento
