PERIODO_IDEAL,GENERO,ESTADO_CIVIL,FORMA_INGRESSO,NOME_ATIV_CURRIC,CH_TOTAL,NUM_FALTAS,MEDIA_FINAL,SITUACAO,IDADE_PRIMEIRO_ANO,DURACAO_CURSO,PERCENTUAL_FREQUENCIA_PERIODO,PERCENTUAL_FREQUENCIA_DISCIPLINA,MEDIA_PERIODO,MEDIA_SEMESTRE,FORMA_EVASAO
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,72.0,0.0,Reprovado por Freqüência,49,8.0,22.22,0.0,0.0,0.0,Jubilamento
7,M,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,4.0,0.0,Reprovado,29,0.0,58.79,94.44,3.04,0.0,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,46.0,0.88,Reprovado por Freqüência,29,0.0,58.79,36.11,3.04,0.8,Sem Evasão
7,M,Casado(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,12.0,8.55,Aprovado,30,5.0,71.3,83.33,7.98,7.85,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,3.0,8.25,Aprovado,18,9.0,82.47,95.83,5.97,7.58,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,1.0,8.0,Aprovado,22,9.0,57.64,98.61,3.0,6.5,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,1.5,Reprovado,17,11.0,54.4,100.0,2.02,0.83,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,72.0,0.0,Reprovado por Freqüência,17,11.0,54.4,0.0,2.02,0.0,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,2.0,8.46,Aprovado,18,6.0,94.44,97.22,8.07,7.85,Formado
7,F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,15.0,6.25,Aprovado,18,7.0,90.59,79.17,7.06,5.58,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,5.0,6.03,Aprovado,18,9.0,67.55,93.06,3.59,4.65,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,15.0,4.38,Reprovado,18,9.0,92.28,79.17,7.59,6.87,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,2.0,8.6,Aprovado,18,9.0,92.28,97.22,7.59,8.03,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,2.0,8.03,Aprovado,18,4.0,96.53,97.22,8.39,8.42,Formado
7,F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,9.2,Aprovado,18,5.0,99.31,100.0,9.21,9.17,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,4.0,8.0,Aprovado,19,4.0,94.1,94.44,8.06,7.3,Formado
7,M,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,24.0,4.28,Reprovado por Freqüência,24,6.0,75.69,66.67,6.04,5.96,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,8.0,7.12,Aprovado,18,9.0,76.28,88.89,5.11,5.18,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,8.0,5.02,Aprovado,18,11.0,69.93,88.89,4.02,4.33,Jubilamento
7,F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,6.5,Aprovado,18,10.0,93.75,100.0,8.12,6.29,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.0,Aprovado,18,4.0,82.99,100.0,7.07,7.38,Formado
7,F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,2.0,9.2,Aprovado,17,5.0,98.26,97.22,9.08,9.06,Formado
7,M,Não informado,Vestibular,Sistemas Distribuídos,60.0,8.0,9.02,Aprovado,18,4.0,93.75,88.89,8.57,8.57,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,2.38,Reprovado,18,10.0,79.76,100.0,3.37,1.28,Jubilamento
7,M,Não informado,Vestibular,Sistemas Distribuídos,60.0,15.0,6.33,Aprovado,18,8.0,89.58,79.17,6.68,7.76,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,5.5,Aprovado,18,11.0,56.79,100.0,3.84,3.85,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,57.0,0.0,Reprovado por Freqüência,17,8.0,58.18,20.83,1.26,0.0,Jubilamento
7,F,Não informado,Vestibular,Sistemas Distribuídos,60.0,15.0,5.35,Aprovado,26,7.0,89.35,79.17,6.06,4.65,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,6.0,6.5,Aprovado,18,8.0,72.68,91.67,4.23,5.08,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,20.0,0.0,Reprovado por Freqüência,20,8.0,72.22,72.22,0.0,0.15,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,5.0,8.5,Aprovado,18,11.0,53.21,93.06,3.57,3.72,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,15.0,5.5,Aprovado,17,7.0,89.41,79.17,7.39,7.39,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,2.0,8.5,Aprovado,18,5.0,94.62,97.22,8.74,8.44,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,15.0,6.45,Aprovado,19,6.0,88.72,79.17,7.09,6.3,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,9.75,Aprovado,20,4.0,97.4,100.0,9.01,9.01,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,10.0,5.79,Aprovado,20,11.0,83.1,86.11,5.59,7.54,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,2.0,6.53,Aprovado,19,8.0,21.61,97.22,1.36,4.45,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,10.0,8.22,Aprovado,17,5.0,89.41,86.11,8.09,8.09,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,3.0,9.75,Aprovado,18,5.0,93.92,95.83,8.95,8.4,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,2.0,8.0,Aprovado,18,11.0,73.75,97.22,5.13,4.84,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,3.0,9.0,Aprovado,16,5.0,94.79,95.83,7.61,6.89,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,1.0,8.65,Aprovado,18,5.0,96.18,98.61,8.4,7.54,Formado
7,F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.0,Aprovado,19,9.0,91.36,100.0,7.6,7.01,Jubilamento
7,F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,18.0,1.66,Reprovado,19,9.0,91.36,75.0,7.6,6.99,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,4.0,8.25,Aprovado,18,7.0,54.16,94.44,4.06,4.5,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,2.0,9.0,Aprovado,25,5.0,91.14,97.22,8.32,8.32,Formado
7,F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,10.0,6.89,Aprovado,20,8.0,87.65,86.11,7.06,6.84,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,10.0,7.23,Aprovado,18,9.0,81.02,86.11,6.59,6.38,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,6.25,Aprovado,17,9.0,96.7,100.0,7.0,6.22,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,2.0,8.25,Aprovado,19,9.0,90.1,97.22,7.14,6.19,Formado
7,F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,9.3,Aprovado,17,5.0,97.91,100.0,8.48,8.31,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,3.0,5.72,Aprovado,19,7.0,60.53,95.83,4.97,6.65,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,9.55,Aprovado,20,5.0,98.26,100.0,8.49,8.49,Formado
7,M,Casado(a),Vestibular,Sistemas Distribuídos,60.0,4.0,8.55,Aprovado,23,5.0,94.44,94.44,8.32,7.84,Formado
7,M,Solteiro(a),Transferência Externa,Sistemas Distribuídos,60.0,6.0,3.7,Reprovado,19,12.0,63.54,91.67,4.81,4.12,Jubilamento
7,M,Solteiro(a),Transferência Externa,Sistemas Distribuídos,60.0,15.0,3.7,Reprovado,19,12.0,63.54,79.17,4.81,2.11,Jubilamento
7,F,Solteiro(a),Transferência Externa,Sistemas Distribuídos,60.0,4.0,9.35,Aprovado,19,5.0,92.19,94.44,7.84,6.97,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,2.0,9.75,Aprovado,20,7.0,84.58,97.22,6.22,6.02,Formado
7,M,Casado(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.57,Aprovado,31,6.0,77.36,100.0,6.72,8.4,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,5.88,Aprovado,17,9.0,84.31,100.0,5.95,7.39,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,9.53,Aprovado,21,4.0,95.83,100.0,8.72,8.72,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,9.44,Aprovado,18,4.0,97.22,100.0,9.1,9.1,Formado
7,F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,9.97,Aprovado,19,5.0,96.35,100.0,8.34,8.34,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,4.0,8.0,Aprovado,19,7.0,87.03,94.44,7.33,6.1,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,6.31,Aprovado,17,10.0,56.33,100.0,3.02,5.28,Jubilamento
7,F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,7.75,Aprovado,25,11.0,77.47,100.0,6.31,8.2,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,28.0,0.93,Reprovado por Freqüência,23,10.0,39.14,61.11,2.26,0.93,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,24.0,0.93,Reprovado por Freqüência,23,10.0,39.14,66.67,2.26,4.46,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,0.0,Reprovado,21,6.0,51.59,100.0,2.56,0.0,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,12.0,1.76,Reprovado,21,6.0,51.59,83.33,2.56,0.59,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,9.97,Aprovado,19,5.0,95.83,100.0,8.8,8.8,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,2.0,9.02,Aprovado,17,5.0,92.53,97.22,7.5,7.5,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.0,Aprovado,22,8.0,90.1,100.0,7.47,7.01,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,9.16,Aprovado,19,6.0,96.45,100.0,7.14,5.52,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,4.0,8.29,Aprovado,20,8.0,68.43,94.44,5.99,5.55,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,6.0,7.63,Aprovado,19,6.0,78.7,91.67,4.09,5.81,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,4.0,9.44,Aprovado,19,6.0,90.1,94.44,7.7,7.7,Formado
7,F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.0,Aprovado,27,10.0,96.73,100.0,6.7,6.06,Formado
7,M,Solteiro(a),Transferência Externa,Sistemas Distribuídos,60.0,4.0,8.67,Aprovado,24,4.0,84.72,94.44,7.81,2.08,Formado
7,M,Solteiro(a),Transferência Externa,Sistemas Distribuídos,60.0,4.0,5.11,Aprovado,22,6.0,95.83,94.44,6.59,2.8,Jubilamento
7,F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,6.81,Aprovado,18,11.0,80.21,100.0,5.75,5.32,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.46,Aprovado,17,6.0,85.03,100.0,6.65,7.25,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,8.0,8.22,Aprovado,26,6.0,90.97,88.89,6.99,7.22,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.0,Aprovado,19,9.0,61.76,100.0,4.88,7.03,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.13,Aprovado,20,5.0,97.22,100.0,8.04,8.04,Formado
7,F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,6.06,Aprovado,20,7.0,85.06,100.0,6.76,6.3,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,6.19,Aprovado,18,8.0,72.22,100.0,5.56,5.89,Jubilamento
7,M,Solteiro(a),Transferência Externa,Sistemas Distribuídos,60.0,0.0,8.0,Aprovado,19,6.0,91.49,100.0,6.78,7.35,Formado
7,M,Solteiro(a),Transferência Externa,Sistemas Distribuídos,60.0,0.0,5.72,Aprovado,21,9.0,85.0,100.0,4.24,5.71,Jubilamento
7,M,Solteiro(a),Mandado de Segurança,Sistemas Distribuídos,60.0,37.0,0.88,Reprovado por Freqüência,19,9.0,64.46,48.61,3.92,2.3,Formado
7,M,Solteiro(a),Mandado de Segurança,Sistemas Distribuídos,60.0,10.0,2.26,Reprovado,19,9.0,64.46,86.11,3.92,1.58,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,9.19,Aprovado,17,5.0,97.4,100.0,8.57,8.57,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,8.0,6.38,Aprovado,19,9.0,80.97,88.89,6.3,6.22,Desistência
7,F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.0,Aprovado,19,6.0,97.22,100.0,8.32,8.05,Formado
7,F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,8.0,3.6,Reprovado,22,9.0,49.65,88.89,3.83,4.17,Transferido
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,5.31,Aprovado,18,5.0,55.48,100.0,2.59,1.48,Desistência
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,16.0,6.0,Aprovado,18,9.0,63.66,77.78,4.81,6.1,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,9.13,Aprovado,17,5.0,95.49,100.0,8.52,8.55,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.0,Aprovado,19,5.0,79.51,100.0,7.04,7.75,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,9.75,Aprovado,22,5.0,88.72,100.0,8.78,8.78,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,16.0,6.05,Aprovado,18,7.0,40.7,77.78,4.09,6.51,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,16.0,5.0,Aprovado,17,9.0,61.46,77.78,3.8,3.01,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.18,Aprovado,19,7.0,94.13,100.0,7.66,7.52,Formado
7,F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.13,Aprovado,19,5.0,98.96,100.0,8.85,8.85,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.0,Aprovado,25,7.0,90.8,100.0,7.65,7.65,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.63,Aprovado,18,5.0,86.28,100.0,8.18,8.18,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,8.0,5.97,Aprovado,21,9.0,78.61,88.89,5.97,4.2,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.0,Aprovado,18,9.0,78.61,100.0,6.6,8.28,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,9.5,Aprovado,17,5.0,96.88,100.0,9.04,9.04,Formado
7,F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,7.25,Aprovado,18,9.0,93.21,100.0,7.0,3.86,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,6.19,Aprovado,18,7.0,94.91,100.0,6.99,6.71,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,14.0,5.15,Aprovado,18,7.0,84.38,80.56,6.67,6.58,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,0.0,8.7,Aprovado,17,6.0,94.14,100.0,7.94,6.28,Formado
7,F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,16.0,2.92,Reprovado,17,8.0,62.38,77.78,5.28,2.84,Formado
7,F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,16.0,2.33,Reprovado,17,8.0,62.38,77.78,5.28,3.0,Formado
7,F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,16.0,4.65,Reprovado,17,7.0,78.33,77.78,6.71,3.92,Formado
7,M,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,36.0,0.78,Reprovado por Freqüência,25,7.0,44.91,50.0,4.87,2.44,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,24.0,1.38,Reprovado por Freqüência,17,8.0,52.32,66.67,2.9,2.34,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,68.0,0.0,Reprovado por Freqüência,17,8.0,52.32,5.56,2.9,0.0,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,28.0,3.23,Reprovado por Freqüência,17,8.0,69.1,61.11,5.68,3.67,Jubilamento
7,F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,37.0,0.55,Reprovado por Freqüência,17,7.0,43.61,48.61,3.18,0.61,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,14.0,5.0,Aprovado,18,8.0,74.5,80.56,5.14,7.22,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,12.0,5.8,Aprovado,19,8.0,75.55,83.33,6.25,2.31,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,15.0,3.59,Reprovado,18,9.0,60.36,79.17,4.04,6.22,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,26.0,2.33,Reprovado por Freqüência,34,7.0,87.96,63.89,6.49,4.18,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,6.0,5.68,Aprovado,18,8.0,81.48,91.67,7.17,7.08,Formado
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,4.0,5.2,Aprovado,18,8.0,54.13,94.44,4.74,7.42,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,16.0,1.63,Reprovado,18,8.0,54.13,77.78,4.74,5.0,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,2.0,8.55,Aprovado,20,4.0,87.15,97.22,8.58,8.78,Formado
7,F,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,4.0,3.23,Reprovado,21,0.0,63.89,94.44,5.55,5.04,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,10.0,8.0,Aprovado,24,5.0,93.4,86.11,8.56,8.56,Formado
7,M,Outros,Convênio,Sistemas Distribuídos,60.0,2.0,8.5,Aprovado,17,6.0,99.31,97.22,9.25,9.22,Formado
7,M,Outros,Convênio,Sistemas Distribuídos,60.0,18.0,5.38,Aprovado,18,8.0,89.29,75.0,6.54,5.13,Jubilamento
7,M,Solteiro(a),Vestibular,Sistemas Distribuídos,60.0,16.0,8.4,Aprovado,23,7.0,64.24,77.78,6.57,8.05,Jubilamento
7,F,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,4.0,5.28,Aprovado,17,0.0,69.19,94.44,5.37,8.13,Sem Evasão
7,M,Casado(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,21.0,3.83,Reprovado por Freqüência,43,7.0,69.6,70.83,5.95,7.6,Jubilamento
7,M,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,26.0,1.13,Reprovado por Freqüência,18,0.0,70.71,63.89,5.91,4.93,Sem Evasão
7,F,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,10.0,6.53,Aprovado,18,7.0,61.51,86.11,4.96,8.18,Jubilamento
7,M,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,6.0,5.0,Aprovado,18,8.0,90.06,91.67,6.86,7.66,Formado
7,F,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,8.0,2.29,Reprovado,17,4.0,92.59,88.89,5.57,2.43,Desistência
7,M,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,2.0,8.2,Aprovado,18,5.0,93.4,97.22,8.9,8.88,Formado
7,M,Casado(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,12.0,5.0,Aprovado,29,8.0,77.64,83.33,5.92,5.58,Formado
7,F,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,13.0,2.54,Reprovado,41,8.0,68.98,81.94,5.64,5.85,Formado
7,M,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,3.0,6.53,Aprovado,19,5.0,95.31,95.83,8.56,8.5,Formado
7,M,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,18.0,0.5,Reprovado,19,9.0,59.26,75.0,4.59,3.14,Desistência
7,M,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,60.0,0.0,Reprovado por Freqüência,18,7.0,45.56,16.67,2.13,0.34,Jubilamento
7,M,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,4.0,8.3,Aprovado,17,5.0,96.18,94.44,9.0,8.89,Formado
7,M,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,18.0,0.9,Reprovado,19,0.0,57.14,75.0,5.58,3.96,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - ENEM,Sistemas Distribuídos,60.0,50.0,0.0,Reprovado por Freqüência,19,9.0,21.43,30.56,1.14,3.63,Desistência
7,M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,22.0,2.85,Reprovado por Freqüência,21,3.0,34.72,69.44,1.43,4.0,Desistência
7,M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,4.0,8.25,Aprovado,18,0.0,52.78,94.44,4.22,7.53,Sem Evasão
7,F,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,2.0,8.6,Aprovado,26,0.0,95.14,97.22,7.8,5.88,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,0.0,7.3,Aprovado,26,0.0,91.32,100.0,6.63,5.0,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,0.0,7.6,Aprovado,17,0.0,62.72,100.0,4.82,3.68,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,2.0,8.1,Aprovado,20,0.0,74.31,97.22,8.18,7.37,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,0.0,5.38,Aprovado,16,0.0,68.61,100.0,5.12,5.93,Sem Evasão
7,F,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,0.0,9.65,Aprovado,18,4.0,98.78,100.0,9.08,9.08,Formado
7,M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,2.0,8.0,Aprovado,18,0.0,44.21,97.22,4.0,8.01,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,2.0,9.05,Aprovado,18,0.0,72.91,97.22,8.39,8.0,Sem Evasão
7,F,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,2.0,8.7,Aprovado,18,0.0,68.61,97.22,6.55,3.6,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,0.0,8.2,Aprovado,18,0.0,97.22,100.0,7.09,7.32,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,2.0,8.85,Aprovado,17,4.0,83.33,97.22,8.57,8.65,Formado
7,M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,0.0,9.65,Aprovado,18,0.0,84.03,100.0,8.2,8.1,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,4.0,6.28,Aprovado,17,0.0,51.98,94.44,4.15,6.15,Sem Evasão
7,M,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,0.0,9.3,Aprovado,18,0.0,84.2,100.0,8.57,8.76,Sem Evasão
7,F,Solteiro(a),Processo Seletivo - SiSU,Sistemas Distribuídos,60.0,0.0,10.0,Aprovado,18,4.0,98.26,100.0,9.0,9.0,Formado
7,M,Solteiro(a),Vestibular,Engenharia de Software II,60.0,36.0,0.0,Reprovado por Freqüência,49,8.0,22.22,50.0,0.0,0.0,Jubilamento
7,M,Solteiro(a),Processo Seletivo - SiSU,Engenharia de Software II,60.0,16.0,8.0,Aprovado,33,0.0,78.82,77.78,7.97,7.97,Sem Evasão
7,M,Casado(a),Processo Seletivo - ENEM,Engenharia de Software II,60.0,2.0,8.79,Aprovado,30,5.0,71.3,97.22,7.98,7.85,Formado
7,M,Solteiro(a),Vestibular,Engenharia de Software II,60.0,13.0,6.41,Aprovado,19,11.0,80.62,81.94,2.99,3.73,Jubilamento
7,F,Solteiro(a),Vestibular,Engenharia de Software II,60.0,36.0,0.0,Reprovado por Freqüência,17,8.0,72.64,50.0,3.72,4.77,Formado
7,M,Solteiro(a),Vestibular,Engenharia de Software II,60.0,20.0,0.98,Reprovado por Freqüência,21,11.0,68.44,72.22,0.76,0.33,Jubilamento
7,M,Solteiro(a),Vestibular,Engenharia de Software II,60.0,0.0,0.0,Reprovado,21,11.0,68.44,100.0,0.76,1.61,Jubilamento
7,M,Solteiro(a),Vestibular,Engenharia de Software II,60.0,70.0,2.25,Reprovado por Freqüência,21,9.0,18.52,2.78,1.56,1.12,Jubilamento
7,F,Solteiro(a),Processo Seletivo - SiSU,Engenharia de Software II,60.0,0.0,5.3,Aprovado,28,0.0,51.85,100.0,6.32,7.11,Sem Evasão
7,M,Solteiro(a),Vestibular,Engenharia de Software II,60.0,70.0,0.0,Reprovado por Freqüência,17,9.0,34.82,2.78,0.25,0.0,Formado
